,interval_start_local,interval_end_local,net_load,renewables,renewables_to_load_ratio,primary_power_source,load.load,load_forecast.publish_time_local,load_forecast.load_forecast,fuel_mix.solar,fuel_mix.wind,fuel_mix.geothermal,fuel_mix.biomass,fuel_mix.biogas,fuel_mix.small_hydro,fuel_mix.coal,fuel_mix.nuclear,fuel_mix.natural_gas,fuel_mix.large_hydro,fuel_mix.batteries,fuel_mix.imports,fuel_mix.other,storage.supply,storage.stand_alone_batteries,storage.hybrid_batteries,battery_discharge_to_load_ratio,battery_charge_to_load_ratio
94,2021-12-31 07:50:00-08:00,2021-12-31 07:55:00-08:00,18285,8055,0.3503697259678121,imports,22990,2021-12-30 09:10:00-08:00,24072.87,1289,3416,882,287,206,200,19,2269,6679,1775,-37,7294,0,,,,-0.0016093953892996956,0.0016068093976636124
95,2021-12-31 07:55:00-08:00,2021-12-31 08:00:00-08:00,18061,8293,0.36007989231904824,imports,23031,2021-12-30 09:10:00-08:00,24080.4625,1559,3411,882,288,206,184,19,2269,6635,1763,-44,7134,0,,,,-0.001910468498979636,0.0019068255687973998
96,2021-12-31 08:00:00-08:00,2021-12-31 08:05:00-08:00,17781,8555,0.37184335202329727,imports,23007,2021-12-30 09:10:00-08:00,24088.055,1831,3395,882,290,206,168,19,2269,6699,1783,29,6749,0,,,,0.0012604859390620245,-0.0012620767690834712
97,2021-12-31 08:05:00-08:00,2021-12-31 08:10:00-08:00,17553,8505,0.3687245296106824,imports,23066,2021-12-30 09:10:00-08:00,24095.6475,2143,3370,882,289,205,158,19,2268,6686,1458,37,6750,0,,,,0.0016040926038324806,-0.0016066698510573624
98,2021-12-31 08:10:00-08:00,2021-12-31 08:15:00-08:00,17364,8632,0.373469476052438,natural_gas,23113,2021-12-30 09:10:00-08:00,24103.24,2438,3311,883,287,205,149,19,2269,6955,1359,61,6556,0,,,,0.002639207372474365,-0.002646191219850772
99,2021-12-31 08:15:00-08:00,2021-12-31 08:20:00-08:00,17129,8850,0.3832164198493115,natural_gas,23094,2021-12-30 09:10:00-08:00,24110.8325,2690,3275,881,286,205,147,19,2268,6936,1366,116,6301,0,,,,0.00502294968390058,-0.005048307076333885
100,2021-12-31 08:20:00-08:00,2021-12-31 08:25:00-08:00,16987,8987,0.38948600156019764,natural_gas,23074,2021-12-30 09:10:00-08:00,24118.425,2872,3215,882,286,205,137,19,2269,6885,1390,159,6151,0,,,,0.00689087284389356,-0.006938686449923631
101,2021-12-31 08:25:00-08:00,2021-12-31 08:30:00-08:00,16921,9003,0.39134970658552487,natural_gas,23005,2021-12-30 09:10:00-08:00,24126.0175,2940,3144,882,285,205,128,19,2269,6733,1419,224,6039,0,,,,0.009737013692675505,-0.009832755366314033
102,2021-12-31 08:30:00-08:00,2021-12-31 08:35:00-08:00,16695,9108,0.39785087144542,natural_gas,22893,2021-12-30 09:10:00-08:00,24133.61,3112,3086,881,280,204,128,19,2269,6636,1417,162,5899,0,,,,0.007076398899226838,-0.007126831199683252
103,2021-12-31 08:35:00-08:00,2021-12-31 08:40:00-08:00,16453,9249,0.4053556558706228,natural_gas,22817,2021-12-30 09:10:00-08:00,24108.54,3325,3039,882,282,205,127,19,2267,6670,1389,128,5764,0,,,,0.005609852303107332,-0.0056415002864824365
104,2021-12-31 08:40:00-08:00,2021-12-31 08:45:00-08:00,16202,9405,0.41346111575152766,natural_gas,22747,2021-12-30 09:10:00-08:00,24083.47,3511,3034,882,285,205,127,19,2268,6580,1361,58,5708,0,,,,0.0025497867850705585,-0.002556304817312354
105,2021-12-31 08:45:00-08:00,2021-12-31 08:50:00-08:00,15808,9724,0.4284077892325315,natural_gas,22698,2021-12-30 09:10:00-08:00,24058.4,3808,3082,882,285,205,127,19,2268,6548,1335,38,5521,0,,,,0.001674156313331571,-0.001676963812886143
106,2021-12-31 08:50:00-08:00,2021-12-31 08:55:00-08:00,15419,9976,0.4403248587570621,natural_gas,22656,2021-12-30 09:10:00-08:00,24033.33,4101,3136,882,284,205,130,19,2268,6466,1238,-91,5416,0,,,,-0.00401659604519774,0.004000527542093463
107,2021-12-31 08:55:00-08:00,2021-12-31 09:00:00-08:00,15230,10159,0.44885786241329034,natural_gas,22633,2021-12-30 09:10:00-08:00,24008.260000000002,4275,3128,882,284,204,139,19,2268,6758,1247,-258,5458,0,,,,-0.011399284230990148,0.011270805119916124
108,2021-12-31 09:00:00-08:00,2021-12-31 09:05:00-08:00,15138,10231,0.4528794652737816,natural_gas,22591,2021-12-30 09:10:00-08:00,23983.190000000002,4286,3167,881,285,204,138,19,2268,6875,1270,-257,5368,0,,,,-0.011376211765747421,0.011248249299719888
109,2021-12-31 09:05:00-08:00,2021-12-31 09:10:00-08:00,15288,10047,0.4439878032613019,natural_gas,22629,2021-12-30 09:10:00-08:00,23958.12,4102,3239,883,286,203,138,19,2268,6554,1196,-60,5434,0,,,,-0.0026514649343762427,0.002644453259288642
110,2021-12-31 09:10:00-08:00,2021-12-31 09:15:00-08:00,15369,9951,0.4397648930528549,natural_gas,22628,2021-12-30 09:10:00-08:00,23933.05,3928,3331,882,286,203,138,20,2267,6436,1183,7,5487,0,,,,0.000309351246243592,-0.0003094469740506609
111,2021-12-31 09:15:00-08:00,2021-12-31 09:20:00-08:00,15138,9926,0.4400798049213035,natural_gas,22555,2021-12-30 09:10:00-08:00,23907.98,4067,3350,882,287,203,138,20,2267,6379,999,37,5479,0,,,,0.0016404344934604301,-0.001643129940492051
112,2021-12-31 09:20:00-08:00,2021-12-31 09:25:00-08:00,14934,9779,0.4349508517546591,natural_gas,22483,2021-12-30 09:10:00-08:00,23882.91,4143,3406,882,287,203,138,20,2268,6537,720,137,5573,0,,,,0.006093492861272962,-0.006130851159044124
113,2021-12-31 09:25:00-08:00,2021-12-31 09:30:00-08:00,14747,9853,0.43998392426542826,natural_gas,22394,2021-12-30 09:10:00-08:00,23857.84,4203,3444,881,285,204,138,19,2268,6377,698,118,5571,0,,,,0.0052692685540769845,-0.005297180822409768
114,2021-12-31 09:30:00-08:00,2021-12-31 09:35:00-08:00,14286,10208,0.45734767025089607,natural_gas,22320,2021-12-30 09:10:00-08:00,23832.77,4547,3487,881,286,203,139,18,2268,6316,665,9,5472,0,,,,0.0004032258064516129,-0.0004033884630899556
115,2021-12-31 09:35:00-08:00,2021-12-31 09:40:00-08:00,13605,10772,0.48409131763436997,natural_gas,22252,2021-12-30 09:10:00-08:00,23790.095833333333,5162,3485,880,285,203,139,18,2267,6496,618,-320,5325,0,,,,-0.014380729822038469,0.01417685628211944
116,2021-12-31 09:40:00-08:00,2021-12-31 09:45:00-08:00,13029,11283,0.508357738229331,natural_gas,22195,2021-12-30 09:10:00-08:00,23747.42166666667,5675,3491,881,286,201,138,17,2267,6686,611,-493,5052,0,,,,-0.022212209957197568,0.021729548660084627
117,2021-12-31 09:45:00-08:00,2021-12-31 09:50:00-08:00,13044,11104,0.5011734970211229,natural_gas,22156,2021-12-30 09:10:00-08:00,23704.7475,5643,3469,881,285,200,137,18,2268,6844,489,-579,5323,0,,,,-0.026132875970391767,0.02546734110402463
118,2021-12-31 09:50:00-08:00,2021-12-31 09:55:00-08:00,12511,11371,0.5161597821152973,natural_gas,22030,2021-12-30 09:10:00-08:00,23662.073333333334,6031,3488,881,281,200,137,18,2267,6929,353,-603,4986,0,,,,-0.02737176577394462,0.026642513144523483
119,2021-12-31 09:55:00-08:00,2021-12-31 10:00:00-08:00,11973,11690,0.5353054309002656,natural_gas,21838,2021-12-30 09:10:00-08:00,23619.399166666666,6376,3489,881,280,200,138,18,2268,6966,326,-758,4939,0,,,,-0.034710138291052295,0.03354576031155957
120,2021-12-31 10:00:00-08:00,2021-12-31 10:05:00-08:00,12063,11623,0.532700857051194,natural_gas,21819,2021-12-30 09:10:00-08:00,23576.725,6218,3538,882,285,200,138,18,2268,7070,362,-682,4849,0,,,,-0.03125716118978872,0.030309764010488422
121,2021-12-31 10:05:00-08:00,2021-12-31 10:10:00-08:00,12259,11421,0.523298969072165,natural_gas,21825,2021-12-30 09:10:00-08:00,23534.050833333335,6007,3559,881,283,202,139,19,2267,6654,350,-393,4779,0,,,,-0.018006872852233676,0.017688360788549823
122,2021-12-31 10:10:00-08:00,2021-12-31 10:15:00-08:00,12549,11125,0.5099935821032364,natural_gas,21814,2021-12-30 09:10:00-08:00,23491.376666666667,5734,3531,881,285,201,139,19,2266,6459,354,-390,5158,0,,,,-0.017878426698450536,0.01756440281030445
123,2021-12-31 10:15:00-08:00,2021-12-31 10:20:00-08:00,12596,10995,0.5065886472539624,natural_gas,21704,2021-12-30 09:10:00-08:00,23448.7025,5615,3493,881,283,201,139,19,2267,6304,383,-227,5130,0,,,,-0.010458901584961298,0.01035064520541699
124,2021-12-31 10:20:00-08:00,2021-12-31 10:25:00-08:00,12211,11433,0.5310758082497213,solar,21528,2021-12-30 09:10:00-08:00,23406.028333333335,5801,3516,879,282,201,139,18,2267,5623,615,-123,4653,0,,,,-0.005713489409141583,0.005681030899265623
125,2021-12-31 10:25:00-08:00,2021-12-31 10:30:00-08:00,12396,11269,0.5219304339771201,solar,21591,2021-12-30 09:10:00-08:00,23363.354166666668,5631,3564,880,282,201,139,18,2267,5467,572,-157,4961,0,,,,-0.0072715483303228195,0.007219054625712709
126,2021-12-31 10:30:00-08:00,2021-12-31 10:35:00-08:00,12331,11289,0.5247036950964443,solar,21515,2021-12-30 09:10:00-08:00,23320.68,5617,3567,880,282,202,138,18,2267,5405,603,-133,4942,0,,,,-0.006181733674180804,0.006143754619364375
127,2021-12-31 10:35:00-08:00,2021-12-31 10:40:00-08:00,11908,11596,0.5406060606060606,solar,21450,2021-12-30 09:10:00-08:00,23279.61,5940,3602,880,282,201,138,18,2267,5289,553,-212,4796,0,,,,-0.009883449883449883,0.009786723294247991
128,2021-12-31 10:40:00-08:00,2021-12-31 10:45:00-08:00,11495,11900,0.5565428865400804,solar,21382,2021-12-30 09:10:00-08:00,23238.54,6232,3655,880,285,202,138,18,2267,5349,508,-458,4729,0,,,,-0.021419885885324105,0.02097069597069597
129,2021-12-31 10:45:00-08:00,2021-12-31 10:50:00-08:00,11318,12013,0.5639376584358277,solar,21302,2021-12-30 09:10:00-08:00,23197.47,6294,3690,880,284,203,139,19,2267,5635,523,-635,4746,0,,,,-0.029809407567364568,0.02894652869581073
130,2021-12-31 10:50:00-08:00,2021-12-31 10:55:00-08:00,11188,12098,0.5698539802166745,solar,21230,2021-12-30 09:10:00-08:00,23156.4,6377,3665,880,280,203,138,19,2267,5675,555,-558,4481,0,,,,-0.026283560998586905,0.02561042775839912
131,2021-12-31 10:55:00-08:00,2021-12-31 11:00:00-08:00,10884,12330,0.5828409359489483,solar,21155,2021-12-30 09:10:00-08:00,23115.33,6590,3681,880,278,204,139,19,2267,5653,558,-584,4245,0,,,,-0.02760576695816592,0.02686416118496711
132,2021-12-31 11:00:00-08:00,2021-12-31 11:05:00-08:00,10531,12618,0.5977545122933346,solar,21109,2021-12-30 09:10:00-08:00,23074.260000000002,6863,3715,879,285,203,139,18,2267,5530,534,-545,4051,0,,,,-0.025818371310815293,0.025168560081278286
133,2021-12-31 11:05:00-08:00,2021-12-31 11:10:00-08:00,10214,12845,0.6106198897128732,solar,21036,2021-12-30 09:10:00-08:00,23033.19,7034,3788,880,285,203,141,19,2266,5084,514,-470,4038,0,,,,-0.022342650694048297,0.021854366223379523
134,2021-12-31 11:10:00-08:00,2021-12-31 11:15:00-08:00,10077,13008,0.6173999715221415,solar,21069,2021-12-30 09:10:00-08:00,22992.12,7135,3857,880,283,204,149,19,2266,4910,500,-459,4013,0,,,,-0.021785561725758223,0.021321070234113712
135,2021-12-31 11:15:00-08:00,2021-12-31 11:20:00-08:00,9932,13076,0.6230226796264532,solar,20988,2021-12-30 09:10:00-08:00,22951.05,7177,3879,880,284,203,148,19,2266,4950,505,-414,3702,0,,,,-0.01972555746140652,0.01934398654331371
136,2021-12-31 11:20:00-08:00,2021-12-31 11:25:00-08:00,9910,13085,0.6244929127093972,solar,20953,2021-12-30 09:10:00-08:00,22909.98,7099,3944,880,286,204,148,19,2266,4922,524,-380,3547,0,,,,-0.018135827805087577,0.017812778324661323
137,2021-12-31 11:25:00-08:00,2021-12-31 11:30:00-08:00,10214,12819,0.6122653675311649,solar,20937,2021-12-30 09:10:00-08:00,22868.91,6747,3976,880,284,203,148,19,2266,4921,581,-78,3502,0,,,,-0.003725462100587477,0.0037116345467523197
138,2021-12-31 11:30:00-08:00,2021-12-31 11:35:00-08:00,10316,12685,0.6073446327683616,solar,20886,2021-12-30 09:10:00-08:00,22827.84,6528,4042,880,285,203,149,19,2265,4806,598,17,3512,0,,,,0.0008139423537297712,-0.0008146053955627965
139,2021-12-31 11:35:00-08:00,2021-12-31 11:40:00-08:00,10385,12460,0.5958871353419417,solar,20910,2021-12-30 09:10:00-08:00,22794.640833333335,6460,4065,879,285,203,149,19,2265,4959,419,-1,3660,0,,,,-4.7824007651841225e-05,4.782172062550811e-05
140,2021-12-31 11:40:00-08:00,2021-12-31 11:45:00-08:00,10017,12701,0.6070643341936718,solar,20922,2021-12-30 09:10:00-08:00,22761.441666666666,6776,4129,880,286,204,150,19,2265,5089,276,-188,3605,0,,,,-0.00898575661982602,0.008905731880625297
141,2021-12-31 11:45:00-08:00,2021-12-31 11:50:00-08:00,10174,12543,0.5995697896749522,solar,20920,2021-12-30 09:10:00-08:00,22728.2425,6559,4187,880,280,203,150,18,2266,5250,284,-36,3612,0,,,,-0.0017208413001912047,0.0017178850925749188
142,2021-12-31 11:50:00-08:00,2021-12-31 11:55:00-08:00,10009,12668,0.6068793714668966,solar,20874,2021-12-30 09:10:00-08:00,22695.043333333335,6655,4210,880,278,203,149,19,2266,5190,293,-99,3517,0,,,,-0.004742742167289451,0.0047203547418108996
143,2021-12-31 11:55:00-08:00,2021-12-31 12:00:00-08:00,9791,12816,0.6152369065335318,solar,20831,2021-12-30 09:10:00-08:00,22661.844166666666,6847,4193,880,283,203,149,18,2266,5189,261,-168,3415,0,,,,-0.008064903269166146,0.008000380970522405
144,2021-12-31 12:00:00-08:00,2021-12-31 12:05:00-08:00,9522,13043,0.6280032741104531,solar,20769,2021-12-30 09:10:00-08:00,22628.645,7001,4246,880,285,203,149,18,2266,5195,279,-196,3254,0,,,,-0.009437141894169195,0.009348914858096828
145,2021-12-31 12:05:00-08:00,2021-12-31 12:10:00-08:00,9400,13165,0.6347637415621986,solar,20740,2021-12-30 09:10:00-08:00,22595.445833333335,7077,4263,879,286,204,149,18,2266,5170,307,-220,3204,0,,,,-0.010607521697203472,0.01049618320610687
146,2021-12-31 12:10:00-08:00,2021-12-31 12:15:00-08:00,9375,13342,0.6394440450515216,solar,20865,2021-12-30 09:10:00-08:00,22562.246666666666,7220,4270,880,285,205,150,18,2266,5170,332,-234,3116,0,,,,-0.011214953271028037,0.011090573012939002
147,2021-12-31 12:15:00-08:00,2021-12-31 12:20:00-08:00,9277,13425,0.6438848920863309,solar,20850,2021-12-30 09:10:00-08:00,22529.0475,7248,4325,880,286,206,150,18,2266,5128,330,-190,2955,0,,,,-0.009112709832134292,0.00903041825095057
148,2021-12-31 12:20:00-08:00,2021-12-31 12:25:00-08:00,9082,13561,0.6525672489293104,solar,20781,2021-12-30 09:10:00-08:00,22495.848333333335,7303,4396,881,287,206,150,18,2266,5111,338,-197,2821,0,,,,-0.009479813290986959,0.00939079035179712
149,2021-12-31 12:25:00-08:00,2021-12-31 12:30:00-08:00,8986,13595,0.6545498314877227,solar,20770,2021-12-30 09:10:00-08:00,22462.649166666666,7314,4470,880,284,206,150,18,2266,5007,291,-117,2756,0,,,,-0.005633124699085219,0.005601570354766123
150,2021-12-31 12:30:00-08:00,2021-12-31 12:35:00-08:00,8635,13931,0.6707270101107367,solar,20770,2021-12-30 09:10:00-08:00,22429.45,7603,4532,880,283,206,149,17,2265,4974,278,-279,2621,0,,,,-0.013432835820895522,0.013254786450662739
151,2021-12-31 12:35:00-08:00,2021-12-31 12:40:00-08:00,8569,14046,0.6753858729624465,solar,20797,2021-12-30 09:10:00-08:00,22408.948333333334,7708,4520,880,284,206,149,18,2265,5068,299,-128,2422,0,,,,-0.006154733855844593,0.006117084826762246
152,2021-12-31 12:40:00-08:00,2021-12-31 12:45:00-08:00,8703,13981,0.6708411304639893,solar,20841,2021-12-30 09:10:00-08:00,22388.446666666667,7583,4555,880,287,206,149,17,2265,5002,321,18,2330,0,,,,0.0008636821649632935,-0.000864428756663305
153,2021-12-31 12:45:00-08:00,2021-12-31 12:50:00-08:00,8670,13998,0.672722029988466,solar,20808,2021-12-30 09:10:00-08:00,22367.945,7615,4523,881,288,206,150,17,2265,4932,335,-112,2462,0,,,,-0.005382545174932718,0.005353728489483747
154,2021-12-31 12:50:00-08:00,2021-12-31 12:55:00-08:00,8907,13852,0.6648109042042618,solar,20836,2021-12-30 09:10:00-08:00,22347.443333333333,7396,4533,880,287,206,150,17,2264,4913,400,-17,2608,0,,,,-0.000815895565367633,0.0008152304224811778
155,2021-12-31 12:55:00-08:00,2021-12-31 13:00:00-08:00,8940,13808,0.6643891642207573,solar,20783,2021-12-30 09:10:00-08:00,22326.941666666666,7296,4547,881,286,207,150,18,2264,4877,441,-199,2798,0,,,,-0.009575133522590578,0.009484319893241826
156,2021-12-31 13:00:00-08:00,2021-12-31 13:05:00-08:00,8840,13830,0.6661849710982659,solar,20760,2021-12-30 09:10:00-08:00,22306.440000000002,7335,4585,880,284,206,150,18,2265,4958,390,-251,2802,0,,,,-0.012090558766859345,0.01194612345914045
157,2021-12-31 13:05:00-08:00,2021-12-31 13:10:00-08:00,8639,13995,0.6736786367574853,solar,20774,2021-12-30 09:10:00-08:00,22285.938333333335,7504,4631,880,285,206,150,18,2264,4987,339,-354,2884,0,,,,-0.017040531433522674,0.01675501703900038
158,2021-12-31 13:10:00-08:00,2021-12-31 13:15:00-08:00,8620,13962,0.6721224666634573,solar,20773,2021-12-30 09:10:00-08:00,22265.43666666667,7494,4659,880,283,206,149,17,2264,4868,291,-250,2932,0,,,,-0.012034852934097146,0.011891737620701138
159,2021-12-31 13:15:00-08:00,2021-12-31 13:20:00-08:00,8630,14005,0.6735763755290496,solar,20792,2021-12-30 09:10:00-08:00,22244.935,7540,4622,880,286,206,149,17,2264,4836,322,-298,2953,0,,,,-0.014332435552135437,0.014129919393077287
160,2021-12-31 13:20:00-08:00,2021-12-31 13:25:00-08:00,8619,14031,0.6739840522624652,solar,20818,2021-12-30 09:10:00-08:00,22224.433333333334,7569,4630,879,286,206,149,17,2264,4814,312,-293,2898,0,,,,-0.014074358728023826,0.013879020415896925
161,2021-12-31 13:25:00-08:00,2021-12-31 13:30:00-08:00,8783,13876,0.666122605731842,solar,20831,2021-12-30 09:10:00-08:00,22203.931666666667,7448,4600,880,285,206,149,17,2264,4803,308,-198,2991,0,,,,-0.00950506456723153,0.009415568976175757
162,2021-12-31 13:30:00-08:00,2021-12-31 13:35:00-08:00,8656,14013,0.6717319399837016,solar,20861,2021-12-30 09:10:00-08:00,22183.43,7586,4619,880,281,206,149,17,2265,4792,292,-291,2979,0,,,,-0.01394947509707109,0.013757564296520424
163,2021-12-31 13:35:00-08:00,2021-12-31 13:40:00-08:00,8518,14149,0.677082834856678,solar,20897,2021-12-30 09:10:00-08:00,22221.345833333333,7746,4633,879,280,206,149,17,2264,4839,256,-289,2950,0,,,,-0.013829736325788392,0.01364108373454168
164,2021-12-31 13:40:00-08:00,2021-12-31 13:45:00-08:00,8596,14094,0.6736127706351862,solar,20923,2021-12-30 09:10:00-08:00,22259.261666666665,7656,4671,878,286,206,150,17,2265,4931,247,-305,3054,0,,,,-0.014577259475218658,0.014367816091954023
165,2021-12-31 13:45:00-08:00,2021-12-31 13:50:00-08:00,8763,14064,0.6692681069763015,solar,21014,2021-12-30 09:10:00-08:00,22297.177499999998,7580,4671,879,287,206,149,17,2265,4941,292,-313,3113,0,,,,-0.014894832016750738,0.014676232006376893
166,2021-12-31 13:50:00-08:00,2021-12-31 13:55:00-08:00,8882,14035,0.6662078131675132,solar,21067,2021-12-30 09:10:00-08:00,22335.093333333334,7467,4718,879,286,206,149,19,2264,4895,330,-148,3041,0,,,,-0.007025205297384535,0.006976196087673816
167,2021-12-31 13:55:00-08:00,2021-12-31 14:00:00-08:00,8727,14146,0.6728180737217598,solar,21025,2021-12-30 09:10:00-08:00,22373.009166666667,7561,4737,879,286,206,149,19,2263,4790,328,-154,2905,0,,,,-0.00732461355529132,0.0072713536994192364
168,2021-12-31 14:00:00-08:00,2021-12-31 14:05:00-08:00,8621,14237,0.6767599942957646,solar,21037,2021-12-30 09:10:00-08:00,22410.925,7669,4747,878,284,205,149,19,2264,4832,305,-165,2790,0,,,,-0.007843323667823358,0.007782284690123573
169,2021-12-31 14:05:00-08:00,2021-12-31 14:10:00-08:00,8552,14256,0.6783080363515249,solar,21017,2021-12-30 09:10:00-08:00,22448.840833333332,7785,4680,879,284,206,150,19,2264,4841,272,-267,2702,0,,,,-0.012704001522576962,0.012544634467205412
170,2021-12-31 14:10:00-08:00,2021-12-31 14:15:00-08:00,8523,14358,0.6814428096820123,solar,21070,2021-12-30 09:10:00-08:00,22486.756666666664,7927,4620,878,285,206,150,19,2264,4990,292,-379,2720,0,,,,-0.01798766018035121,0.017669821436896826
171,2021-12-31 14:15:00-08:00,2021-12-31 14:20:00-08:00,8584,14353,0.6804304541575803,solar,21094,2021-12-30 09:10:00-08:00,22524.6725,7869,4641,878,286,205,152,19,2265,5003,322,-346,2713,0,,,,-0.016402768559780033,0.016138059701492537
172,2021-12-31 14:20:00-08:00,2021-12-31 14:25:00-08:00,8716,14352,0.6768534238822863,solar,21204,2021-12-30 09:10:00-08:00,22562.588333333333,7830,4658,878,287,205,156,19,2265,4993,338,-315,2760,0,,,,-0.014855687606112054,0.014638226683396068
173,2021-12-31 14:25:00-08:00,2021-12-31 14:30:00-08:00,9041,14179,0.6661498708010336,solar,21285,2021-12-30 09:10:00-08:00,22600.504166666666,7577,4667,878,287,206,156,20,2265,4936,408,-126,2804,0,,,,-0.005919661733615222,0.0058848255569567045
174,2021-12-31 14:30:00-08:00,2021-12-31 14:35:00-08:00,9051,14251,0.6676192260845123,solar,21346,2021-12-30 09:10:00-08:00,22638.42,7615,4680,878,286,205,157,20,2265,4782,430,11,2660,0,,,,0.0005153190293263375,-0.0005155847199437544
175,2021-12-31 14:35:00-08:00,2021-12-31 14:40:00-08:00,9121,14218,0.6645788538842666,solar,21394,2021-12-30 09:10:00-08:00,22716.016666666666,7653,4620,879,286,205,156,20,2265,4885,419,-54,2641,0,,,,-0.0025240721697672246,0.0025177172696754942
176,2021-12-31 14:40:00-08:00,2021-12-31 14:45:00-08:00,9484,13951,0.6496693676073391,solar,21474,2021-12-30 09:10:00-08:00,22793.61333333333,7398,4592,878,285,205,156,20,2264,5060,437,79,2700,0,,,,0.00367886746763528,-0.0036924515073615332
177,2021-12-31 14:45:00-08:00,2021-12-31 14:50:00-08:00,9931,13612,0.6314129325540403,solar,21558,2021-12-30 09:10:00-08:00,22871.21,7051,4576,880,283,206,156,21,2264,5238,460,280,2698,0,,,,0.012988217830967623,-0.013159131497321177
178,2021-12-31 14:50:00-08:00,2021-12-31 14:55:00-08:00,10312,13597,0.6306001298580837,solar,21562,2021-12-30 09:10:00-08:00,22948.806666666667,6700,4550,880,283,205,157,22,2265,5176,822,201,2576,0,,,,0.00932195529171691,-0.009409671831843078
179,2021-12-31 14:55:00-08:00,2021-12-31 15:00:00-08:00,10619,13355,0.616261363111993,solar,21671,2021-12-30 09:10:00-08:00,23026.403333333332,6499,4553,880,286,205,157,20,2264,5250,775,45,2900,0,,,,0.0020765077753680033,-0.002080828632201979
180,2021-12-31 15:00:00-08:00,2021-12-31 15:05:00-08:00,10844,13194,0.6060633899862196,solar,21770,2021-12-30 09:10:00-08:00,23104.0,6389,4537,881,286,205,156,20,2264,5440,740,-172,3174,0,,,,-0.00790078089113459,0.007838847871661654
181,2021-12-31 15:05:00-08:00,2021-12-31 15:10:00-08:00,11166,13251,0.6067307692307692,solar,21840,2021-12-30 09:10:00-08:00,23181.596666666668,6149,4525,880,285,205,156,20,2264,5727,1051,-231,3103,0,,,,-0.010576923076923078,0.010466222645099905
182,2021-12-31 15:10:00-08:00,2021-12-31 15:15:00-08:00,11794,12952,0.5909028696564624,solar,21919,2021-12-30 09:10:00-08:00,23259.193333333333,5647,4478,880,283,206,197,20,2265,5580,1261,-21,3120,0,,,,-0.0009580729047858023,0.0009571558796718322
183,2021-12-31 15:15:00-08:00,2021-12-31 15:20:00-08:00,12263,12743,0.5777304257151925,natural_gas,22057,2021-12-30 09:10:00-08:00,23336.79,5312,4482,880,282,205,197,20,2264,5482,1385,203,3071,0,,,,0.009203427483338623,-0.009288917360666239
184,2021-12-31 15:20:00-08:00,2021-12-31 15:25:00-08:00,12678,12455,0.5619473019310594,natural_gas,22164,2021-12-30 09:10:00-08:00,23414.38666666667,5054,4432,880,282,205,198,20,2264,5501,1404,237,3292,0,,,,0.010693015701136978,-0.01080859214666849
185,2021-12-31 15:25:00-08:00,2021-12-31 15:30:00-08:00,13102,12127,0.5455486076746592,natural_gas,22229,2021-12-30 09:10:00-08:00,23491.983333333334,4739,4388,880,283,206,198,21,2264,5616,1433,212,3579,0,,,,0.009537091187187909,-0.009628923104873507
186,2021-12-31 15:30:00-08:00,2021-12-31 15:35:00-08:00,13613,11765,0.5257160731042495,natural_gas,22379,2021-12-30 09:10:00-08:00,23569.58,4406,4360,880,283,206,198,20,2265,5596,1432,183,4053,0,,,,0.00817730908440949,-0.008244728779960353
187,2021-12-31 15:35:00-08:00,2021-12-31 15:40:00-08:00,14147,11350,0.5041083721963135,natural_gas,22515,2021-12-30 09:10:00-08:00,23728.585000000003,4054,4314,880,283,207,197,21,2264,5761,1415,175,4515,0,,,,0.007772596047079724,-0.00783348254252462
188,2021-12-31 15:40:00-08:00,2021-12-31 15:45:00-08:00,14585,11042,0.4872043769855277,natural_gas,22664,2021-12-30 09:10:00-08:00,23887.59,3744,4335,881,283,206,197,20,2264,5877,1396,180,4853,0,,,,0.007942110836569007,-0.008005692937199787
189,2021-12-31 15:45:00-08:00,2021-12-31 15:50:00-08:00,15210,10617,0.4653109523600824,natural_gas,22817,2021-12-30 09:10:00-08:00,24046.595,3320,4287,880,286,207,198,21,2264,6004,1439,183,5280,0,,,,0.008020335714598764,-0.008085181585225766
190,2021-12-31 15:50:00-08:00,2021-12-31 15:55:00-08:00,15861,10179,0.44316252340110585,natural_gas,22969,2021-12-30 09:10:00-08:00,24205.600000000002,2841,4267,880,285,206,198,21,2264,6146,1502,160,5725,0,,,,0.006965910575122992,-0.00701477486956903
