day,step,charge,discharge,soc
1,0,0.0,2537.2166666667467,17180.87037037028
1,1,0.0,1589.7513333333277,15414.479999999918
1,2,0.0,1482.7513333333286,13766.978518518441
1,3,0.0,1353.7513333333295,12262.810370370296
1,4,0.0,1243.7513333333295,10880.864444444374
1,5,0.0,1147.7513333333295,9605.58518518512
1,6,0.0,1042.7513333333304,8446.97259259253
1,7,0.0,912.7513333333304,7432.804444444386
1,8,0.0,806.7513333333304,6536.414074074019
1,9,0.0,733.7513333333304,5721.134814814763
1,10,0.0,629.7513333333304,5021.411111111062
1,11,0.0,528.7513333333304,4433.909629629584
1,12,0.0,456.7513333333304,3926.4081481481057
1,13,0.0,367.7513333333304,3517.7955555555163
1,14,0.0,285.7513333333304,3200.2940740740382
1,15,0.0,206.75133333333042,2970.570370370338
1,16,0.0,127.75133333333042,2828.624444444415
1,17,0.0,53.75133333333042,2768.900740740715
1,18,0.0,0.0,2768.900740740715
1,19,0.0,0.0,2768.900740740715
1,20,0.0,0.0,2768.900740740715
1,21,0.0,0.0,2768.900740740715
1,22,0.0,0.0,2768.900740740715
1,23,0.0,0.0,2768.900740740715
1,24,0.0,0.0,2768.900740740715
1,25,0.0,0.0,2768.900740740715
1,26,0.0,0.0,2768.900740740715
1,27,0.0,0.0,2768.900740740715
1,28,0.0,0.0,2768.900740740715
1,29,0.0,0.0,2768.900740740715
1,30,0.0,0.0,2768.900740740715
1,31,0.0,0.0,2768.900740740715
1,32,0.0,0.0,2768.900740740715
1,33,0.0,0.0,2768.900740740715
1,34,0.0,0.0,2768.900740740715
1,35,0.0,0.0,2768.900740740715
1,36,0.0,0.0,2768.900740740715
1,37,0.0,0.0,2768.900740740715
1,38,0.0,0.0,2768.900740740715
1,39,0.0,0.0,2768.900740740715
1,40,0.0,0.0,2768.900740740715
1,41,0.0,0.0,2768.900740740715
1,42,0.0,0.0,2768.900740740715
1,43,0.0,0.0,2768.900740740715
1,44,0.0,0.0,2768.900740740715
1,45,0.0,0.0,2768.900740740715
1,46,0.0,0.0,2768.900740740715
1,47,0.0,0.0,2768.900740740715
1,48,0.0,0.0,2768.900740740715
1,49,0.0,0.0,2768.900740740715
1,50,0.0,0.0,2768.900740740715
1,51,0.0,0.0,2768.900740740715
1,52,0.0,0.0,2768.900740740715
1,53,0.0,0.0,2768.900740740715
1,54,0.0,0.0,2768.900740740715
1,55,0.0,0.0,2768.900740740715
1,56,0.0,0.0,2768.900740740715
1,57,0.0,0.0,2768.900740740715
1,58,0.0,0.0,2768.900740740715
1,59,0.0,0.0,2768.900740740715
1,60,0.0,0.0,2768.900740740715
1,61,0.0,0.0,2768.900740740715
1,62,0.0,0.0,2768.900740740715
1,63,0.0,0.0,2768.900740740715
1,64,0.0,0.0,2768.900740740715
1,65,0.0,0.0,2768.900740740715
1,66,0.0,0.0,2768.900740740715
1,67,0.0,0.0,2768.900740740715
1,68,0.0,0.0,2768.900740740715
1,69,0.0,0.0,2768.900740740715
1,70,0.0,0.0,2768.900740740715
1,71,0.0,0.0,2768.900740740715
1,72,0.0,0.0,2768.900740740715
1,73,0.0,0.0,2768.900740740715
1,74,0.0,0.0,2768.900740740715
1,75,0.0,0.0,2768.900740740715
1,76,0.0,0.0,2768.900740740715
1,77,0.0,0.0,2768.900740740715
1,78,0.0,0.0,2768.900740740715
1,79,0.0,0.0,2768.900740740715
1,80,0.0,0.0,2768.900740740715
1,81,0.0,0.0,2768.900740740715
1,82,0.0,0.0,2768.900740740715
1,83,0.0,0.0,2768.900740740715
1,84,0.0,80.75133333333042,2679.1770370370145
1,85,0.0,276.7513333333304,2371.6755555555364
1,86,0.0,419.7513333333304,1905.2851851851692
1,87,0.0,472.7513333333304,1380.005925925913
1,88,0.0,469.7513333333304,858.0599999999904
1,89,0.0,398.7513333333304,415.00296296295653
1,90,0.0,253.75133333333042,133.0570370370338
1,91,0.0,119.75133333333042,0.0
1,92,0.0,0.0,0.0
1,93,0.0,0.0,0.0
1,94,0.0,0.0,0.0
1,95,0.0,0.0,0.0
1,96,0.0,0.0,0.0
1,97,0.0,0.0,0.0
1,98,0.0,0.0,0.0
1,99,0.0,0.0,0.0
1,100,0.0,0.0,0.0
1,101,0.0,0.0,0.0
1,102,0.0,0.0,0.0
1,103,0.0,0.0,0.0
1,104,0.0,0.0,0.0
1,105,0.0,0.0,0.0
1,106,0.0,0.0,0.0
1,107,0.0,0.0,0.0
1,108,0.0,0.0,0.0
1,109,0.0,0.0,0.0
1,110,0.0,0.0,0.0
1,111,0.0,0.0,0.0
1,112,0.0,0.0,0.0
1,113,0.0,0.0,0.0
1,114,0.0,0.0,0.0
1,115,0.0,0.0,0.0
1,116,0.0,0.0,0.0
1,117,0.0,0.0,0.0
1,118,0.0,0.0,0.0
1,119,0.0,0.0,0.0
1,120,0.0,0.0,0.0
1,121,0.0,0.0,0.0
1,122,0.0,0.0,0.0
1,123,0.0,0.0,0.0
1,124,0.0,0.0,0.0
1,125,0.0,0.0,0.0
1,126,0.0,0.0,0.0
1,127,0.0,0.0,0.0
1,128,0.0,0.0,0.0
1,129,0.0,0.0,0.0
1,130,0.0,0.0,0.0
1,131,0.0,0.0,0.0
1,132,0.0,0.0,0.0
1,133,0.0,0.0,0.0
1,134,150.78531111107426,0.0,135.70677999996684
1,135,411.5698666666681,0.0,506.1196599999681
1,136,433.5698666666681,0.0,896.3325399999694
1,137,129.56986666666808,0.0,1012.9454199999707
1,138,0.0,0.0,1012.9454199999707
1,139,0.0,0.0,1012.9454199999707
1,140,326.5698666666681,0.0,1306.858299999972
1,141,0.0,0.0,1306.858299999972
1,142,334.5698666666681,0.0,1607.9711799999732
1,143,552.5698666666681,0.0,2105.2840599999745
1,144,267.68020000000024,0.0,2346.1962399999748
1,145,389.68020000000024,0.0,2696.908419999975
1,146,968.5698666666681,0.0,3568.6212999999766
1,147,512.6802000000002,0.0,4030.033479999977
1,148,1261.569866666668,0.0,5165.446359999978
1,149,1357.569866666668,0.0,6387.259239999979
1,150,1708.569866666668,0.0,7924.972119999981
1,151,1774.569866666668,0.0,9522.084999999983
1,152,1086.6802000000002,0.0,10500.097179999982
1,153,1119.6802000000002,0.0,11507.809359999983
1,154,1436.569866666668,0.0,12800.722239999985
1,155,1403.569866666668,0.0,14063.935119999986
1,156,949.6802000000002,0.0,14918.647299999986
1,157,1704.569866666668,0.0,16452.760179999987
1,158,1169.6802000000002,0.0,17505.472359999985
1,159,1159.6802000000002,0.0,18549.184539999984
1,160,1724.569866666668,0.0,20101.297419999984
1,161,1560.569866666668,0.0,21505.810299999986
1,162,1687.569866666668,0.0,23024.623179999988
1,163,1825.569866666668,0.0,24667.63605999999
1,164,1747.569866666668,0.0,26240.44893999999
1,165,1580.569866666668,0.0,27662.961819999993
1,166,1461.569866666668,0.0,28978.374699999993
1,167,1616.569866666668,0.0,30433.287579999993
1,168,1168.6802000000002,0.0,31485.099759999994
1,169,1791.569866666668,0.0,33097.51263999999
1,170,1820.569866666668,0.0,34736.025519999996
1,171,1205.6802000000002,0.0,35821.1377
1,172,1073.6802000000002,0.0,36787.44988
1,173,1302.569866666668,0.0,37959.76276
1,174,1292.569866666668,0.0,39123.075639999995
1,175,668.6802000000002,0.0,39724.887819999996
1,176,305.68020000000024,0.0,40000.0
1,177,0.0,0.0,40000.0
1,178,0.0,0.0,40000.0
1,179,0.0,0.0,40000.0
1,180,0.0,0.0,40000.0
1,181,0.0,0.0,40000.0
1,182,0.0,0.0,40000.0
1,183,0.0,0.0,40000.0
1,184,0.0,0.0,40000.0
1,185,0.0,0.0,40000.0
1,186,0.0,0.0,40000.0
1,187,0.0,0.0,40000.0
1,188,0.0,0.0,40000.0
1,189,0.0,0.0,40000.0
1,190,0.0,0.0,40000.0
1,191,0.0,0.0,40000.0
1,192,0.0,0.0,40000.0
1,193,0.0,0.0,40000.0
1,194,0.0,0.0,40000.0
1,195,0.0,0.0,40000.0
1,196,0.0,0.0,40000.0
1,197,0.0,0.0,40000.0
1,198,0.0,11.749933333329409,39986.944518518525
1,199,0.0,390.7499333333294,39552.77792592593
1,200,0.0,728.7499333333294,38743.05577777779
1,201,0.0,1061.7499333333285,37563.33362962965
1,202,0.0,1366.7499333333285,36044.72259259262
1,203,0.0,1677.7499333333267,34180.55600000003
1,204,0.0,1978.7499333333303,31981.944962963
1,205,0.0,2232.7499333333303,29501.111703703744
1,206,0.0,35.25113333341142,29461.94377777773
1,207,0.0,0.0,29461.94377777773
1,208,0.0,0.0,29461.94377777773
1,209,0.0,0.0,29461.94377777773
1,210,0.0,0.0,29461.94377777773
1,211,0.0,0.0,29461.94377777773
1,212,0.0,0.0,29461.94377777773
1,213,0.0,0.0,29461.94377777773
1,214,0.0,0.0,29461.94377777773
1,215,0.0,0.0,29461.94377777773
1,216,0.0,0.0,29461.94377777773
1,217,0.0,0.0,29461.94377777773
1,218,0.0,0.0,29461.94377777773
1,219,0.0,0.0,29461.94377777773
1,220,0.0,0.0,29461.94377777773
1,221,0.0,0.0,29461.94377777773
1,222,0.0,0.0,29461.94377777773
1,223,0.0,0.0,29461.94377777773
1,224,0.0,0.0,29461.94377777773
1,225,0.0,0.0,29461.94377777773
1,226,0.0,0.0,29461.94377777773
1,227,0.0,0.0,29461.94377777773
1,228,0.0,0.0,29461.94377777773
1,229,0.0,0.0,29461.94377777773
1,230,0.0,0.0,29461.94377777773
1,231,0.0,0.0,29461.94377777773
1,232,0.0,0.0,29461.94377777773
1,233,0.0,0.0,29461.94377777773
1,234,0.0,0.0,29461.94377777773
1,235,0.0,0.0,29461.94377777773
1,236,0.0,0.0,29461.94377777773
1,237,0.0,0.0,29461.94377777773
1,238,0.0,0.0,29461.94377777773
1,239,0.0,0.0,29461.94377777773
1,240,0.0,0.0,29461.94377777773
1,241,0.0,0.0,29461.94377777773
1,242,0.0,0.0,29461.94377777773
1,243,0.0,0.0,29461.94377777773
1,244,0.0,0.0,29461.94377777773
1,245,0.0,0.0,29461.94377777773
1,246,0.0,0.0,29461.94377777773
1,247,0.0,0.0,29461.94377777773
1,248,0.0,0.0,29461.94377777773
1,249,0.0,0.0,29461.94377777773
1,250,0.0,0.0,29461.94377777773
1,251,0.0,0.0,29461.94377777773
1,252,0.0,0.0,29461.94377777773
1,253,0.0,0.0,29461.94377777773
1,254,0.0,0.0,29461.94377777773
1,255,0.0,0.0,29461.94377777773
1,256,0.0,1511.7499333333267,27782.221629629592
1,257,0.0,1444.7499333333276,26176.943925925894
1,258,0.0,1314.7499333333285,24716.110666666642
1,259,0.0,1249.7499333333285,23327.49962962961
1,260,0.0,1165.7499333333285,22032.22192592591
1,261,0.0,0.0,22032.22192592591
1,262,0.0,0.0,22032.22192592591
1,263,0.0,828.7499333333294,21111.388666666655
1,264,0.0,0.0,21111.388666666655
1,265,0.0,639.7499333333294,20400.5554074074
1,266,0.0,0.0,20400.5554074074
1,267,0.0,0.0,20400.5554074074
1,268,0.0,0.0,20400.5554074074
1,269,0.0,315.7499333333294,20049.722148148143
1,270,0.0,0.0,20049.722148148143
1,271,0.0,0.0,20049.722148148143
1,272,0.0,44.74993333332941,20000.0
1,273,0.0,0.0,20000.0
1,274,0.0,0.0,20000.0
1,275,0.0,0.0,20000.0
1,276,0.0,0.0,20000.0
1,277,0.0,0.0,20000.0
1,278,0.0,0.0,20000.0
1,279,0.0,0.0,20000.0
1,280,0.0,0.0,20000.0
1,281,0.0,0.0,20000.0
1,282,0.0,0.0,20000.0
1,283,0.0,0.0,20000.0
1,284,0.0,0.0,20000.0
1,285,0.0,0.0,20000.0
1,286,0.0,0.0,20000.0
1,287,0.0,0.0,20000.0
